fips,year,rent,rent_months,log_rent,d_log_rent,gross_inflow,gross_outflow,nonmigrant_exemptions,net_migration,irs_population_base,permits_2020_units,population_lag,net_mig_share,gross_inflow_share,irs_population_base_2020,permits_2020_per_capita,netmig_2019,netmig_2020,netmig_2021,pre_net_mig_rate,early_migration_shock,shock_quintile,shock_group,high_shock,low_shock,neutral_shock,post,q1_lowest_post,q2_post,q4_post,q5_highest_post,low_permit
01003,2019,1156.5270496548271,12,7.053176870636904,0.0418139317539321,12468.0,8083.0,162619.0,4385.0,170702.0,3614.0,170702.0,0.0256880411477311,0.0730395660273459,175070.0,0.0206431713029074,0.0256880411477311,0.0328725652596104,0.0354609106255112,0.02928030320367075,0.006180607421840446,Q5 highest,High shock,1.0,0.0,0.0,0,0,0,0,0,0.0
01003,2020,1206.1202651812746,12,7.095164094687719,0.041987224050815,14892.0,9137.0,165933.0,5755.0,175070.0,3614.0,175070.0,0.0328725652596104,0.0850631176100988,175070.0,0.0206431713029074,0.0256880411477311,0.0328725652596104,0.0354609106255112,0.02928030320367075,0.006180607421840446,Q5 highest,High shock,1.0,0.0,0.0,0,0,0,0,0,0.0
01003,2021,1398.020494933953,12,7.242812582867951,0.1476484881802324,15440.0,9327.0,163060.0,6113.0,172387.0,3614.0,172387.0,0.0354609106255112,0.0895659185437417,175070.0,0.0206431713029074,0.0256880411477311,0.0328725652596104,0.0354609106255112,0.02928030320367075,0.006180607421840446,Q5 highest,High shock,1.0,0.0,0.0,0,0,0,0,0,0.0
01003,2022,1548.9446341363544,12,7.345329096806062,0.1025165139381112,14916.0,9097.0,172625.0,5819.0,181722.0,3614.0,181722.0,0.0320214393414116,0.0820814210717469,175070.0,0.0206431713029074,0.0256880411477311,0.0328725652596104,0.0354609106255112,0.02928030320367075,0.006180607421840446,Q5 highest,High shock,1.0,0.0,0.0,1,0,0,0,1,0.0
01003,2023,1599.9577226146369,12,7.377732484512918,0.0324033877068554,14151.0,9479.0,180763.0,4672.0,190242.0,3614.0,190242.0,0.0245581942998917,0.0743842053805153,175070.0,0.0206431713029074,0.0256880411477311,0.0328725652596104,0.0354609106255112,0.02928030320367075,0.006180607421840446,Q5 highest,High shock,1.0,0.0,0.0,1,0,0,0,1,0.0
01003,2024,1620.2488972663225,12,7.390335056712823,0.0126025721999054,,,,,,3614.0,,,,175070.0,0.0206431713029074,0.0256880411477311,0.0328725652596104,0.0354609106255112,0.02928030320367075,0.006180607421840446,Q5 highest,High shock,1.0,0.0,0.0,1,0,0,0,1,0.0
01003,2025,1644.2355122363203,12,7.405030820974218,0.0146957642613951,,,,,,3614.0,,,,175070.0,0.0206431713029074,0.0256880411477311,0.0328725652596104,0.0354609106255112,0.02928030320367075,0.006180607421840446,Q5 highest,High shock,1.0,0.0,0.0,1,0,0,0,1,0.0
01003,2026,1661.2381183253467,4,7.415318457752274,0.0102876367780559,,,,,,3614.0,,,,175070.0,0.0206431713029074,0.0256880411477311,0.0328725652596104,0.0354609106255112,0.02928030320367075,0.006180607421840446,Q5 highest,High shock,1.0,0.0,0.0,1,0,0,0,1,0.0
01009,2026,1434.719424644903,2,7.26872458618109,,,,,,,23.0,,,,,,,,,,,,,,,,1,0,0,0,0,0.0
01015,2023,869.4868049434249,9,6.767903158225969,,4463.0,4237.0,79438.0,226.0,83675.0,102.0,83675.0,0.0027009262025694,0.0533373170002987,,,,,,,,,,,,,1,0,0,0,0,0.0
01015,2024,913.4236583761972,12,6.817199801856448,0.0492966436304795,,,,,,102.0,,,,,,,,,,,,,,,,1,0,0,0,0,0.0
01015,2025,946.2682609888412,12,6.852526102836351,0.0353263009799027,,,,,,102.0,,,,,,,,,,,,,,,,1,0,0,0,0,0.0
01015,2026,974.5750171861216,4,6.882001496165524,0.0294753933291724,,,,,,102.0,,,,,,,,,,,,,,,,1,0,0,0,0,0.0
01021,2025,1374.1092222321086,10,7.225560961786067,,,,,,,41.0,,,,,,,,,,,,,,,,1,0,0,0,0,0.0
01021,2026,1404.7403253064715,4,7.247607742840256,0.0220467810541897,,,,,,41.0,,,,,,,,,,,,,,,,1,0,0,0,0,0.0
01031,2015,803.0530064285507,12,6.688420722264492,,,,,,,269.0,,,,40632.0,0.0066203977160858,0.0085178445051056,0.01294546170506,0.0086053338016508,0.0107316531050828,-0.0021263193034320015,Q2,,0.0,0.0,0.0,0,0,0,0,0,0.0
01031,2016,812.535592171676,12,6.700159718994204,0.0117389967297123,,,,,,269.0,,,,40632.0,0.0066203977160858,0.0085178445051056,0.01294546170506,0.0086053338016508,0.0107316531050828,-0.0021263193034320015,Q2,,0.0,0.0,0.0,0,0,0,0,0,0.0
01031,2017,836.2765286217767,12,6.728959334253796,0.0287996152595919,,,,,,269.0,,,,40632.0,0.0066203977160858,0.0085178445051056,0.01294546170506,0.0086053338016508,0.0107316531050828,-0.0021263193034320015,Q2,,0.0,0.0,0.0,0,0,0,0,0,0.0
01031,2018,851.8944269868384,12,6.747462607164312,0.0185032729105163,,,,,,269.0,,,,40632.0,0.0066203977160858,0.0085178445051056,0.01294546170506,0.0086053338016508,0.0107316531050828,-0.0021263193034320015,Q2,,0.0,0.0,0.0,0,0,0,0,0,0.0
01031,2019,889.6414526654195,12,6.790818519381733,0.0433559122174207,3946.0,3609.0,35955.0,337.0,39564.0,269.0,39564.0,0.0085178445051056,0.0997371347689819,40632.0,0.0066203977160858,0.0085178445051056,0.01294546170506,0.0086053338016508,0.0107316531050828,-0.0021263193034320015,Q2,,0.0,0.0,0.0,0,0,0,0,0,0.0
01031,2020,938.4950085083888,12,6.844277537427858,0.0534590180461247,4544.0,4018.0,36614.0,526.0,40632.0,269.0,40632.0,0.01294546170506,0.1118330379996062,40632.0,0.0066203977160858,0.0085178445051056,0.01294546170506,0.0086053338016508,0.0107316531050828,-0.0021263193034320015,Q2,,0.0,0.0,0.0,0,0,0,0,0,0.0
01031,2021,1058.7253980268697,12,6.964821008885773,0.120543471457915,4148.0,3805.0,36054.0,343.0,39859.0,269.0,39859.0,0.0086053338016508,0.104066835595474,40632.0,0.0066203977160858,0.0085178445051056,0.01294546170506,0.0086053338016508,0.0107316531050828,-0.0021263193034320015,Q2,,0.0,0.0,0.0,0,0,0,0,0,0.0
